Rank,Term,Term Freq,Probability,Log(rank),Log(probability)
6343,loaded,2,8.56E-06,8.755107122,-11.66810276
6344,remarkably,2,8.56E-06,8.755264763,-11.66810276
6345,modulation,2,8.56E-06,8.75542238,-11.66810276
6346,tl,2,8.56E-06,8.755579972,-11.66810276
6347,closer,2,8.56E-06,8.755737539,-11.66810276
6348,started,2,8.56E-06,8.755895082,-11.66810276
6349,closet,2,8.56E-06,8.756052599,-11.66810276
6350,unions,2,8.56E-06,8.756210092,-11.66810276
6351,rollback,2,8.56E-06,8.75636756,-11.66810276
6352,maintains,2,8.56E-06,8.756525003,-11.66810276
6353,sl,2,8.56E-06,8.756682421,-11.66810276
6354,mclean,2,8.56E-06,8.756839815,-11.66810276
6355,se,2,8.56E-06,8.756997184,-11.66810276
6356,unformatted,2,8.56E-06,8.757154528,-11.66810276
6357,skeletal,2,8.56E-06,8.757311847,-11.66810276
6358,rs,2,8.56E-06,8.757469141,-11.66810276
6359,quindiagonal,2,8.56E-06,8.757626411,-11.66810276
6360,re,2,8.56E-06,8.757783656,-11.66810276
6361,rc,2,8.56E-06,8.757940877,-11.66810276
6362,mitchell,2,8.56E-06,8.758098072,-11.66810276
6363,qn,2,8.56E-06,8.758255243,-11.66810276
6364,nation,2,8.56E-06,8.758412389,-11.66810276
6365,microprograms,2,8.56E-06,8.758569511,-11.66810276
6366,infringement,2,8.56E-06,8.758726608,-11.66810276
6367,occupies,2,8.56E-06,8.75888368,-11.66810276
6368,coset,2,8.56E-06,8.759040728,-11.66810276
6369,oldehoeft,2,8.56E-06,8.75919775,-11.66810276
6370,allocates,2,8.56E-06,8.759354749,-11.66810276
6371,stafford,2,8.56E-06,8.759511722,-11.66810276
6372,chambers,2,8.56E-06,8.759668671,-11.66810276
6373,perimeter,2,8.56E-06,8.759825595,-11.66810276
6374,mr,2,8.56E-06,8.759982495,-11.66810276
6375,mn,2,8.56E-06,8.76013937,-11.66810276
6376,wenrick,2,8.56E-06,8.76029622,-11.66810276
6377,benchmarks,2,8.56E-06,8.760453046,-11.66810276
6378,barrodale,2,8.56E-06,8.760609848,-11.66810276
6379,documented,2,8.56E-06,8.760766624,-11.66810276
6380,lagrangian,2,8.56E-06,8.760923376,-11.66810276
6381,hicks,2,8.56E-06,8.761080104,-11.66810276
6382,lg,2,8.56E-06,8.761236807,-11.66810276
6383,lc,2,8.56E-06,8.761393485,-11.66810276
6384,photon,2,8.56E-06,8.761550139,-11.66810276
6385,bagdams,2,8.56E-06,8.761706768,-11.66810276
6386,proliferation,2,8.56E-06,8.761863373,-11.66810276
6387,calibration,2,8.56E-06,8.762019954,-11.66810276
6388,belief,2,8.56E-06,8.762176509,-11.66810276
6389,sending,2,8.56E-06,8.762333041,-11.66810276
6390,jenkins,2,8.56E-06,8.762489547,-11.66810276
6391,disposal,2,8.56E-06,8.76264603,-11.66810276
6392,grader,2,8.56E-06,8.762802487,-11.66810276
6393,jn,2,8.56E-06,8.762958921,-11.66810276
6394,alteration,2,8.56E-06,8.76311533,-11.66810276
6395,lively,2,8.56E-06,8.763271714,-11.66810276
6396,additive,2,8.56E-06,8.763428074,-11.66810276
6397,appeared,2,8.56E-06,8.763584409,-11.66810276
6398,welfare,2,8.56E-06,8.763740721,-11.66810276
6399,gate,2,8.56E-06,8.763897007,-11.66810276
6400,layman,2,8.56E-06,8.764053269,-11.66810276
6401,fpl,2,8.56E-06,8.764209507,-11.66810276
6402,ge,2,8.56E-06,8.764365721,-11.66810276
6403,terval,2,8.56E-06,8.76452191,-11.66810276
6404,mccluskey,2,8.56E-06,8.764678074,-11.66810276
6405,augmentation,2,8.56E-06,8.764834214,-11.66810276
6406,profound,2,8.56E-06,8.76499033,-11.66810276
6407,en,2,8.56E-06,8.765146422,-11.66810276
6408,em,2,8.56E-06,8.765302489,-11.66810276
6409,el,2,8.56E-06,8.765458532,-11.66810276
6410,nonuniform,2,8.56E-06,8.76561455,-11.66810276
6411,ed,2,8.56E-06,8.765770544,-11.66810276
6412,workbench,2,8.56E-06,8.765926514,-11.66810276
6413,criticism,2,8.56E-06,8.766082459,-11.66810276
6414,rare,2,8.56E-06,8.76623838,-11.66810276
6415,sprague,2,8.56E-06,8.766394277,-11.66810276
6416,ford,2,8.56E-06,8.76655015,-11.66810276
6417,arterial,2,8.56E-06,8.766705998,-11.66810276
6418,boyse,2,8.56E-06,8.766861822,-11.66810276
6419,di,2,8.56E-06,8.767017621,-11.66810276
6420,admits,2,8.56E-06,8.767173397,-11.66810276
6421,interview,2,8.56E-06,8.767329148,-11.66810276
6422,freely,2,8.56E-06,8.767484875,-11.66810276
6423,fly,2,8.56E-06,8.767640577,-11.66810276
6424,outstanding,2,8.56E-06,8.767796256,-11.66810276
6425,charge,2,8.56E-06,8.76795191,-11.66810276
6426,cf,2,8.56E-06,8.76810754,-11.66810276
6427,rapp,2,8.56E-06,8.768263145,-11.66810276
6428,bx,2,8.56E-06,8.768418727,-11.66810276
6429,automorphism,2,8.56E-06,8.768574284,-11.66810276
6430,ax,2,8.56E-06,8.768729817,-11.66810276
6431,dissimilarity,2,8.56E-06,8.768885326,-11.66810276
6432,integrates,2,8.56E-06,8.769040811,-11.66810276
6433,eickel,2,8.56E-06,8.769196271,-11.66810276
6434,prohibitively,2,8.56E-06,8.769351708,-11.66810276
6435,overcomes,2,8.56E-06,8.76950712,-11.66810276
6436,lawyer,2,8.56E-06,8.769662508,-11.66810276
6437,intelligible,2,8.56E-06,8.769817872,-11.66810276
6438,knapp,2,8.56E-06,8.769973212,-11.66810276
6439,crucial,2,8.56E-06,8.770128528,-11.66810276
6440,gargantini,2,8.56E-06,8.770283819,-11.66810276
6441,option,2,8.56E-06,8.770439087,-11.66810276
6442,obsolescence,2,8.56E-06,8.77059433,-11.66810276
6443,syslo,2,8.56E-06,8.770749549,-11.66810276
6444,hyperobjects,2,8.56E-06,8.770904744,-11.66810276
6445,fen,2,8.56E-06,8.771059915,-11.66810276
6446,rogers,2,8.56E-06,8.771215062,-11.66810276
6447,distinction,2,8.56E-06,8.771370185,-11.66810276
6448,dominance,2,8.56E-06,8.771525284,-11.66810276
6449,terminating,2,8.56E-06,8.771680359,-11.66810276
6450,sides,2,8.56E-06,8.77183541,-11.66810276
6451,crespi,2,8.56E-06,8.771990437,-11.66810276
6452,meanings,2,8.56E-06,8.772145439,-11.66810276
6453,physician,2,8.56E-06,8.772300418,-11.66810276
6454,web,2,8.56E-06,8.772455373,-11.66810276
6455,schuegraf,2,8.56E-06,8.772610303,-11.66810276
6456,pearcey,2,8.56E-06,8.77276521,-11.66810276
6457,kandel,2,8.56E-06,8.772920093,-11.66810276
6458,emulators,2,8.56E-06,8.773074951,-11.66810276
6459,hopley,2,8.56E-06,8.773229786,-11.66810276
6460,vulnerabilities,2,8.56E-06,8.773384597,-11.66810276
6461,logistic,2,8.56E-06,8.773539384,-11.66810276
6462,grained,2,8.56E-06,8.773694146,-11.66810276
6463,news,2,8.56E-06,8.773848885,-11.66810276
6464,ensures,2,8.56E-06,8.7740036,-11.66810276
6465,nonrelevant,2,8.56E-06,8.774158291,-11.66810276
6466,kowalski,2,8.56E-06,8.774312958,-11.66810276
6467,condensation,2,8.56E-06,8.774467601,-11.66810276
6468,impose,2,8.56E-06,8.774622221,-11.66810276
6469,decentralization,2,8.56E-06,8.774776816,-11.66810276
6470,tausworthe,2,8.56E-06,8.774931387,-11.66810276
6471,occupy,2,8.56E-06,8.775085935,-11.66810276
6472,minifun,2,8.56E-06,8.775240459,-11.66810276
6473,reconstruct,2,8.56E-06,8.775394959,-11.66810276
6474,reconversion,2,8.56E-06,8.775549434,-11.66810276
6475,furniture,2,8.56E-06,8.775703887,-11.66810276
6476,griffiths,2,8.56E-06,8.775858315,-11.66810276
6477,incorporate,2,8.56E-06,8.776012719,-11.66810276
6478,kalah,2,8.56E-06,8.7761671,-11.66810276
6479,sensitivities,2,8.56E-06,8.776321456,-11.66810276
6480,gram,2,8.56E-06,8.776475789,-11.66810276
6481,looping,2,8.56E-06,8.776630098,-11.66810276
6482,ness,2,8.56E-06,8.776784384,-11.66810276
6483,feels,2,8.56E-06,8.776938645,-11.66810276
6484,argues,2,8.56E-06,8.777092883,-11.66810276
6485,correlations,2,8.56E-06,8.777247097,-11.66810276
6486,differently,2,8.56E-06,8.777401287,-11.66810276
6487,codas,2,8.56E-06,8.777555453,-11.66810276
6488,lrltran,2,8.56E-06,8.777709596,-11.66810276
6489,rolls,2,8.56E-06,8.777863715,-11.66810276
6490,pencil,2,8.56E-06,8.77801781,-11.66810276
6491,render,2,8.56E-06,8.778171881,-11.66810276
6492,strassen,2,8.56E-06,8.778325929,-11.66810276
6493,trick,2,8.56E-06,8.778479953,-11.66810276
6494,hopgood,2,8.56E-06,8.778633953,-11.66810276
6495,apld,2,8.56E-06,8.778787929,-11.66810276
6496,articulation,2,8.56E-06,8.778941882,-11.66810276
6497,ibbetson,2,8.56E-06,8.779095811,-11.66810276
6498,angles,2,8.56E-06,8.779249716,-11.66810276
6499,sashkin,2,8.56E-06,8.779403598,-11.66810276
6500,careers,2,8.56E-06,8.779557456,-11.66810276
6501,woods,2,8.56E-06,8.77971129,-11.66810276
6502,anticipatory,2,8.56E-06,8.779865101,-11.66810276
6503,subsequences,2,8.56E-06,8.780018888,-11.66810276
6504,triad,2,8.56E-06,8.780172651,-11.66810276
6505,litherland,2,8.56E-06,8.780326391,-11.66810276
6506,neurophysiological,2,8.56E-06,8.780480107,-11.66810276
6507,classifying,2,8.56E-06,8.780633799,-11.66810276
6508,neil,2,8.56E-06,8.780787468,-11.66810276
6509,ecological,2,8.56E-06,8.780941114,-11.66810276
6510,proceedings,2,8.56E-06,8.781094735,-11.66810276
6511,combinational,2,8.56E-06,8.781248333,-11.66810276
6512,riccati,2,8.56E-06,8.781401908,-11.66810276
6513,occupation,2,8.56E-06,8.781555459,-11.66810276
6514,reproduction,2,8.56E-06,8.781708986,-11.66810276
6515,progressive,2,8.56E-06,8.78186249,-11.66810276
6516,lofting,2,8.56E-06,8.78201597,-11.66810276
6517,fails,2,8.56E-06,8.782169426,-11.66810276
6518,multiconsole,2,8.56E-06,8.782322859,-11.66810276
6519,concordance,2,8.56E-06,8.782476269,-11.66810276
6520,catalyst,2,8.56E-06,8.782629655,-11.66810276
6521,graycode,2,8.56E-06,8.782783017,-11.66810276
6522,fuchs,2,8.56E-06,8.782936356,-11.66810276
6523,bourgeois,2,8.56E-06,8.783089672,-11.66810276
6524,hoskins,2,8.56E-06,8.783242964,-11.66810276
6525,excluding,2,8.56E-06,8.783396232,-11.66810276
6526,damerau,2,8.56E-06,8.783549477,-11.66810276
6527,official,2,8.56E-06,8.783702699,-11.66810276
6528,ehrman,2,8.56E-06,8.783855897,-11.66810276
6529,subdivisions,2,8.56E-06,8.784009071,-11.66810276
6530,exploit,2,8.56E-06,8.784162222,-11.66810276
6531,lpars,2,8.56E-06,8.78431535,-11.66810276
6532,newer,2,8.56E-06,8.784468454,-11.66810276
6533,nonnegative,2,8.56E-06,8.784621535,-11.66810276
6534,zooplankton,2,8.56E-06,8.784774592,-11.66810276
6535,pseudoinverses,2,8.56E-06,8.784927626,-11.66810276
6536,oscillating,2,8.56E-06,8.785080637,-11.66810276
6537,biased,2,8.56E-06,8.785233624,-11.66810276
6538,remedial,2,8.56E-06,8.785386587,-11.66810276
6539,spinrad,2,8.56E-06,8.785539528,-11.66810276
6540,rearranged,2,8.56E-06,8.785692444,-11.66810276
6541,definable,2,8.56E-06,8.785845338,-11.66810276
6542,frederick,2,8.56E-06,8.785998208,-11.66810276
6543,rearranges,2,8.56E-06,8.786151055,-11.66810276
6544,degrade,2,8.56E-06,8.786303878,-11.66810276
6545,warnock,2,8.56E-06,8.786456678,-11.66810276
6546,eeg,2,8.56E-06,8.786609455,-11.66810276
6547,preparing,2,8.56E-06,8.786762208,-11.66810276
6548,marcus,2,8.56E-06,8.786914938,-11.66810276
6549,partridge,2,8.56E-06,8.787067645,-11.66810276
6550,inserting,2,8.56E-06,8.787220329,-11.66810276
6551,nontechnical,2,8.56E-06,8.787372989,-11.66810276
6552,maze,2,8.56E-06,8.787525626,-11.66810276
6553,degenerate,2,8.56E-06,8.787678239,-11.66810276
6554,replication,2,8.56E-06,8.787830829,-11.66810276
6555,variability,2,8.56E-06,8.787983396,-11.66810276
6556,delays,2,8.56E-06,8.78813594,-11.66810276
6557,inequality,2,8.56E-06,8.78828846,-11.66810276
6558,biology,2,8.56E-06,8.788440957,-11.66810276
6559,schmeiser,2,8.56E-06,8.788593431,-11.66810276
6560,premises,2,8.56E-06,8.788745882,-11.66810276
6561,lost,2,8.56E-06,8.788898309,-11.66810276
6562,versatility,2,8.56E-06,8.789050714,-11.66810276
6563,commas,2,8.56E-06,8.789203094,-11.66810276
6564,predictability,2,8.56E-06,8.789355452,-11.66810276
6565,westinghouse,2,8.56E-06,8.789507787,-11.66810276
6566,winning,2,8.56E-06,8.789660098,-11.66810276
6567,uncol,2,8.56E-06,8.789812386,-11.66810276
6568,bracchi,2,8.56E-06,8.789964651,-11.66810276
6569,keypunched,2,8.56E-06,8.790116893,-11.66810276
6570,verhoeff,2,8.56E-06,8.790269111,-11.66810276
6571,bridges,2,8.56E-06,8.790421307,-11.66810276
6572,berman,2,8.56E-06,8.790573479,-11.66810276
6573,neurons,2,8.56E-06,8.790725628,-11.66810276
6574,treat,2,8.56E-06,8.790877754,-11.66810276
6575,mano,2,8.56E-06,8.791029857,-11.66810276
6576,courtois,2,8.56E-06,8.791181937,-11.66810276
6577,remember,2,8.56E-06,8.791333993,-11.66810276
6578,vastly,2,8.56E-06,8.791486027,-11.66810276
6579,sobel,2,8.56E-06,8.791638037,-11.66810276
6580,boxes,2,8.56E-06,8.791790024,-11.66810276
6581,nordsieck,2,8.56E-06,8.791941988,-11.66810276
6582,meaningless,2,8.56E-06,8.79209393,-11.66810276
6583,orbit,2,8.56E-06,8.792245847,-11.66810276
6584,recombination,2,8.56E-06,8.792397742,-11.66810276
6585,viewpoints,2,8.56E-06,8.792549614,-11.66810276
6586,weldon,2,8.56E-06,8.792701463,-11.66810276
6587,ortho,2,8.56E-06,8.792853289,-11.66810276
6588,morenoff,2,8.56E-06,8.793005091,-11.66810276
6589,mickunas,2,8.56E-06,8.793156871,-11.66810276
6590,gragg,2,8.56E-06,8.793308627,-11.66810276
6591,fidelity,2,8.56E-06,8.793460361,-11.66810276
6592,paradigm,2,8.56E-06,8.793612072,-11.66810276
6593,compass,2,8.56E-06,8.793763759,-11.66810276
6594,expressible,2,8.56E-06,8.793915424,-11.66810276
6595,intensive,2,8.56E-06,8.794067065,-11.66810276
6596,concentrated,2,8.56E-06,8.794218684,-11.66810276
6597,networking,2,8.56E-06,8.794370279,-11.66810276
6598,adjustments,2,8.56E-06,8.794521852,-11.66810276
6599,peaked,2,8.56E-06,8.794673401,-11.66810276
6600,cigarette,2,8.56E-06,8.794824928,-11.66810276
6601,crime,2,8.56E-06,8.794976432,-11.66810276
6602,sparsity,2,8.56E-06,8.795127912,-11.66810276
6603,whipple,2,8.56E-06,8.79527937,-11.66810276
6604,extraneous,2,8.56E-06,8.795430805,-11.66810276
6605,bags,2,8.56E-06,8.795582217,-11.66810276
6606,fewest,2,8.56E-06,8.795733606,-11.66810276
6607,lobe,2,8.56E-06,8.795884972,-11.66810276
6608,lying,2,8.56E-06,8.796036315,-11.66810276
6609,hadian,2,8.56E-06,8.796187635,-11.66810276
6610,randall,2,8.56E-06,8.796338933,-11.66810276
6611,elliott,2,8.56E-06,8.796490207,-11.66810276
6612,yuen,2,8.56E-06,8.796641459,-11.66810276
6613,sstf,2,8.56E-06,8.796792688,-11.66810276
6614,astrahan,2,8.56E-06,8.796943894,-11.66810276
6615,lunar,2,8.56E-06,8.797095077,-11.66810276
6616,duration,2,8.56E-06,8.797246237,-11.66810276
6617,optics,2,8.56E-06,8.797397374,-11.66810276
6618,expectation,2,8.56E-06,8.797548488,-11.66810276
6619,bach,2,8.56E-06,8.79769958,-11.66810276
6620,methodological,2,8.56E-06,8.797850649,-11.66810276
6621,multiphase,2,8.56E-06,8.798001695,-11.66810276
6622,proposing,2,8.56E-06,8.798152718,-11.66810276
6623,did,2,8.56E-06,8.798303718,-11.66810276
6624,borrow,2,8.56E-06,8.798454696,-11.66810276
6625,phonology,2,8.56E-06,8.798605651,-11.66810276
6626,complicates,2,8.56E-06,8.798756583,-11.66810276
6627,interlocks,2,8.56E-06,8.798907492,-11.66810276
6628,rigid,2,8.56E-06,8.799058379,-11.66810276
6629,prieve,2,8.56E-06,8.799209242,-11.66810276
6630,tompkins,2,8.56E-06,8.799360083,-11.66810276
6631,paralysis,2,8.56E-06,8.799510901,-11.66810276
6632,shock,2,8.56E-06,8.799661697,-11.66810276
6633,going,2,8.56E-06,8.79981247,-11.66810276
6634,examining,2,8.56E-06,8.79996322,-11.66810276
6635,viewing,2,8.56E-06,8.800113947,-11.66810276
6636,ddp,2,8.56E-06,8.800264651,-11.66810276
6637,concentration,2,8.56E-06,8.800415333,-11.66810276
6638,thesaurus,2,8.56E-06,8.800565992,-11.66810276
6639,colker,2,8.56E-06,8.800716629,-11.66810276
6640,editors,2,8.56E-06,8.800867242,-11.66810276
6641,dated,2,8.56E-06,8.801017834,-11.66810276
6642,multiterminal,2,8.56E-06,8.801168402,-11.66810276
6643,exceedingly,2,8.56E-06,8.801318948,-11.66810276
6644,descriptors,2,8.56E-06,8.801469471,-11.66810276
6645,homogeneity,2,8.56E-06,8.801619971,-11.66810276
6646,interferences,2,8.56E-06,8.801770449,-11.66810276
6647,dcf,2,8.56E-06,8.801920904,-11.66810276
6648,countess,2,8.56E-06,8.802071337,-11.66810276
6649,pinpointing,2,8.56E-06,8.802221746,-11.66810276
6650,instructor,2,8.56E-06,8.802372134,-11.66810276
6651,toned,2,8.56E-06,8.802522498,-11.66810276
6652,raising,2,8.56E-06,8.80267284,-11.66810276
6653,blachman,2,8.56E-06,8.80282316,-11.66810276
6654,dam,2,8.56E-06,8.802973457,-11.66810276
6655,possession,2,8.56E-06,8.803123731,-11.66810276
6656,pipeline,2,8.56E-06,8.803273983,-11.66810276
6657,mechanizing,2,8.56E-06,8.803424212,-11.66810276
6658,exponents,2,8.56E-06,8.803574418,-11.66810276
6659,ivie,2,8.56E-06,8.803724602,-11.66810276
6660,mellon,2,8.56E-06,8.803874764,-11.66810276
6661,creative,2,8.56E-06,8.804024902,-11.66810276
6662,grouping,2,8.56E-06,8.804175019,-11.66810276
6663,mirfag,2,8.56E-06,8.804325113,-11.66810276
6664,multistage,2,8.56E-06,8.804475184,-11.66810276
6665,bypass,2,8.56E-06,8.804625233,-11.66810276
6666,earliest,2,8.56E-06,8.804775259,-11.66810276
6667,shore,2,8.56E-06,8.804925263,-11.66810276
6668,offerings,2,8.56E-06,8.805075244,-11.66810276
6669,indefinite,2,8.56E-06,8.805225203,-11.66810276
6670,house,2,8.56E-06,8.805375139,-11.66810276
6671,ctss,2,8.56E-06,8.805525053,-11.66810276
6672,exposing,2,8.56E-06,8.805674944,-11.66810276
6673,inspected,2,8.56E-06,8.805824813,-11.66810276
6674,campus,2,8.56E-06,8.805974659,-11.66810276
6675,glass,2,8.56E-06,8.806124483,-11.66810276
6676,eastern,2,8.56E-06,8.806274285,-11.66810276
6677,initiate,2,8.56E-06,8.806424064,-11.66810276
6678,loggamma,2,8.56E-06,8.806573821,-11.66810276
6679,lockout,2,8.56E-06,8.806723555,-11.66810276
6680,filling,2,8.56E-06,8.806873267,-11.66810276
6681,chilean,2,8.56E-06,8.807022956,-11.66810276
6682,jacopini,2,8.56E-06,8.807172623,-11.66810276
6683,forbidden,2,8.56E-06,8.807322268,-11.66810276
6684,replaces,2,8.56E-06,8.80747189,-11.66810276
6685,occurred,2,8.56E-06,8.80762149,-11.66810276
6686,participate,2,8.56E-06,8.807771067,-11.66810276
6687,noltemeier,2,8.56E-06,8.807920622,-11.66810276
6688,pencils,2,8.56E-06,8.808070155,-11.66810276
6689,sakai,2,8.56E-06,8.808219665,-11.66810276
6690,harary,2,8.56E-06,8.808369153,-11.66810276
6691,opposite,2,8.56E-06,8.808518619,-11.66810276
6692,wiehle,2,8.56E-06,8.808668062,-11.66810276
6693,probable,2,8.56E-06,8.808817483,-11.66810276
6694,undue,2,8.56E-06,8.808966882,-11.66810276
6695,eventual,2,8.56E-06,8.809116258,-11.66810276
6696,traiger,2,8.56E-06,8.809265612,-11.66810276
6697,trefftz,2,8.56E-06,8.809414944,-11.66810276
6698,contiguity,2,8.56E-06,8.809564253,-11.66810276
6699,became,2,8.56E-06,8.809713541,-11.66810276
6700,devising,2,8.56E-06,8.809862805,-11.66810276
6701,cpm,2,8.56E-06,8.810012048,-11.66810276
6702,dempster,2,8.56E-06,8.810161268,-11.66810276
6703,cpa,2,8.56E-06,8.810310466,-11.66810276
6704,abilities,2,8.56E-06,8.810459642,-11.66810276
6705,projective,2,8.56E-06,8.810608796,-11.66810276
6706,cos,2,8.56E-06,8.810757927,-11.66810276
6707,con,2,8.56E-06,8.810907036,-11.66810276
6708,rose,2,8.56E-06,8.811056123,-11.66810276
6709,ogden,2,8.56E-06,8.811205188,-11.66810276
6710,interchangeable,2,8.56E-06,8.81135423,-11.66810276
6711,newbery,2,8.56E-06,8.81150325,-11.66810276
6712,reproducibility,2,8.56E-06,8.811652248,-11.66810276
6713,reorganized,2,8.56E-06,8.811801224,-11.66810276
6714,gaming,2,8.56E-06,8.811950178,-11.66810276
6715,pins,2,8.56E-06,8.812099109,-11.66810276
6716,roth,2,8.56E-06,8.812248018,-11.66810276
6717,sydney,2,8.56E-06,8.812396905,-11.66810276
6718,gaines,2,8.56E-06,8.81254577,-11.66810276
6719,protecting,2,8.56E-06,8.812694613,-11.66810276
6720,conjecture,2,8.56E-06,8.812843434,-11.66810276
6721,lockemann,2,8.56E-06,8.812992232,-11.66810276
6722,cccs,2,8.56E-06,8.813141008,-11.66810276
6723,conducive,2,8.56E-06,8.813289762,-11.66810276
6724,paciorek,2,8.56E-06,8.813438495,-11.66810276
6725,colinear,2,8.56E-06,8.813587204,-11.66810276
6726,besides,2,8.56E-06,8.813735892,-11.66810276
6727,blood,2,8.56E-06,8.813884558,-11.66810276
6728,resume,2,8.56E-06,8.814033202,-11.66810276
6729,flip,2,8.56E-06,8.814181823,-11.66810276
6730,commission,2,8.56E-06,8.814330423,-11.66810276
6731,watts,2,8.56E-06,8.814479,-11.66810276
6732,gold,2,8.56E-06,8.814627555,-11.66810276
6733,cybernetics,2,8.56E-06,8.814776089,-11.66810276
6734,reordering,2,8.56E-06,8.8149246,-11.66810276
6735,investment,2,8.56E-06,8.815073089,-11.66810276
6736,coincide,2,8.56E-06,8.815221556,-11.66810276
6737,counters,2,8.56E-06,8.815370001,-11.66810276
6738,diverges,2,8.56E-06,8.815518424,-11.66810276
6739,pollution,2,8.56E-06,8.815666825,-11.66810276
6740,shooting,2,8.56E-06,8.815815204,-11.66810276
6741,unavailable,2,8.56E-06,8.815963561,-11.66810276
6742,goldfinger,1,4.28E-06,8.816111896,-12.36124994
6743,wavefunctions,1,4.28E-06,8.816260209,-12.36124994
6744,counterparts,1,4.28E-06,8.8164085,-12.36124994
6745,fragment,1,4.28E-06,8.816556769,-12.36124994
6746,really,1,4.28E-06,8.816705016,-12.36124994
6747,efficacy,1,4.28E-06,8.816853241,-12.36124994
6748,techniquefor,1,4.28E-06,8.817001444,-12.36124994
6749,nontext,1,4.28E-06,8.817149625,-12.36124994
6750,terminated,1,4.28E-06,8.817297784,-12.36124994
6751,privately,1,4.28E-06,8.817445921,-12.36124994
6752,laguerre,1,4.28E-06,8.817594036,-12.36124994
6753,bingham,1,4.28E-06,8.81774213,-12.36124994
6754,appraisal,1,4.28E-06,8.817890201,-12.36124994
6755,cat,1,4.28E-06,8.81803825,-12.36124994
6756,warburton,1,4.28E-06,8.818186278,-12.36124994
6757,faulk,1,4.28E-06,8.818334284,-12.36124994
6758,aware,1,4.28E-06,8.818482267,-12.36124994
6759,sability,1,4.28E-06,8.818630229,-12.36124994
6760,cal,1,4.28E-06,8.818778169,-12.36124994
6761,tune,1,4.28E-06,8.818926087,-12.36124994
6762,lichten,1,4.28E-06,8.819073983,-12.36124994
6763,simplemented,1,4.28E-06,8.819221858,-12.36124994
6764,crandall,1,4.28E-06,8.81936971,-12.36124994
6765,roediger,1,4.28E-06,8.819517541,-12.36124994
6766,discriminants,1,4.28E-06,8.819665349,-12.36124994
6767,gawlik,1,4.28E-06,8.819813136,-12.36124994
6768,cooke,1,4.28E-06,8.819960901,-12.36124994
6769,stonebraker,1,4.28E-06,8.820108645,-12.36124994
6770,recast,1,4.28E-06,8.820256366,-12.36124994
6771,crosstalk,1,4.28E-06,8.820404065,-12.36124994
6772,capitalization,1,4.28E-06,8.820551743,-12.36124994
6773,solvable,1,4.28E-06,8.820699399,-12.36124994
6774,wegman,1,4.28E-06,8.820847033,-12.36124994
6775,subcalls,1,4.28E-06,8.820994646,-12.36124994
6776,wraps,1,4.28E-06,8.821142236,-12.36124994
6777,rationing,1,4.28E-06,8.821289805,-12.36124994
6778,tam,1,4.28E-06,8.821437352,-12.36124994
6779,ganapathy,1,4.28E-06,8.821584877,-12.36124994
6780,tan,1,4.28E-06,8.821732381,-12.36124994
6781,roes,1,4.28E-06,8.821879863,-12.36124994
6782,bosarge,1,4.28E-06,8.822027323,-12.36124994
6783,roek,1,4.28E-06,8.822174761,-12.36124994
6784,entcre,1,4.28E-06,8.822322177,-12.36124994
6785,enlargement,1,4.28E-06,8.822469572,-12.36124994
6786,leasing,1,4.28E-06,8.822616945,-12.36124994
6787,hahn,1,4.28E-06,8.822764297,-12.36124994
6788,uniformity,1,4.28E-06,8.822911626,-12.36124994
6789,egler,1,4.28E-06,8.823058934,-12.36124994
6790,overtones,1,4.28E-06,8.823206221,-12.36124994
6791,gelder,1,4.28E-06,8.823353485,-12.36124994
6792,prescriptive,1,4.28E-06,8.823500728,-12.36124994
6793,scarce,1,4.28E-06,8.823647949,-12.36124994
6794,periodicity,1,4.28E-06,8.823795149,-12.36124994
6795,uplifts,1,4.28E-06,8.823942327,-12.36124994
6796,interpretors,1,4.28E-06,8.824089483,-12.36124994
6797,filter,1,4.28E-06,8.824236617,-12.36124994
6798,digging,1,4.28E-06,8.82438373,-12.36124994
6799,broadcasts,1,4.28E-06,8.824530822,-12.36124994
6800,whittier,1,4.28E-06,8.824677891,-12.36124994
6801,diachronic,1,4.28E-06,8.824824939,-12.36124994
6802,occupying,1,4.28E-06,8.824971966,-12.36124994
6803,betourne,1,4.28E-06,8.82511897,-12.36124994
6804,sreenivasan,1,4.28E-06,8.825265954,-12.36124994
6805,dezu,1,4.28E-06,8.825412915,-12.36124994
6806,amos,1,4.28E-06,8.825559855,-12.36124994
6807,vinar,1,4.28E-06,8.825706773,-12.36124994
6808,sensitivity,1,4.28E-06,8.82585367,-12.36124994
6809,gallie,1,4.28E-06,8.826000545,-12.36124994
6810,nupak,1,4.28E-06,8.826147399,-12.36124994
6811,parentheses,1,4.28E-06,8.826294231,-12.36124994
6812,filho,1,4.28E-06,8.826441042,-12.36124994
6813,weather,1,4.28E-06,8.826587831,-12.36124994
6814,seconds,1,4.28E-06,8.826734598,-12.36124994
6815,ackerman,1,4.28E-06,8.826881344,-12.36124994
6816,giammo,1,4.28E-06,8.827028069,-12.36124994
6817,potent,1,4.28E-06,8.827174771,-12.36124994
6818,streets,1,4.28E-06,8.827321453,-12.36124994
6819,eidson,1,4.28E-06,8.827468113,-12.36124994
6820,amps,1,4.28E-06,8.827614751,-12.36124994
6821,nonpreference,1,4.28E-06,8.827761368,-12.36124994
6822,periodical,1,4.28E-06,8.827907963,-12.36124994
